Current Page to Download From, Current 'src' Attribute inside <img> tag, Download and change to this Filename before Uploading to Sitecore, FYI, here is the URL of the New Page Where this image will be displayed
https://www.uta.edu/news/releases/2017/09/athletic-recruits-season-preview.php, https://www.uta.edu/news/_images/releases/2017/Lady-Mavs-Bball-Costa-Rica.JPG, lady-mavs-bball-costa-rica.jpeg, /news/news-releases/2017/09/14new-recruits-returning-talent-have-mavericks-poised-a-year-of-academic-and-athletic-success
https://www.uta.edu/news/releases/2017/09/Largest%20freshman%20class.php, https://www.uta.edu/news/_images/releases/2017/Hana%20Ali%20Bader.JPG, hana-ali-bader.jpeg, /news/news-releases/2017/09/06uta-welcomes-largest-freshman-class-ever
https://www.uta.edu/news/releases/2017/08/UTA-DART-Transportation-Leadership-Academy.php, https://www.uta.edu/news/_images/releases/2017/UTA-DART-Transportation-Leadership-Academy, uta-dart-transportation-leadership-academy.jpeg, /news/news-releases/2017/08/31uta-and-dart-partner-to-offer-transformational-learning-experience
https://www.uta.edu/news/releases/2017/09/UTA-named-cool-school-for-sustainability.php, https://www.uta.edu/news/_images/releases/2016/water-conservation2, water-conservation2.jpeg, /news/news-releases/2017/09/29uta-named-cool-school-for-sustainability-efforts-across-campus
https://www.uta.edu/news/releases/2017/09/UTA-named-cool-school-for-sustainability.php, https://www.uta.edu/news/_images/releases/2016/water-conservation1, water-conservation1.jpeg, /news/news-releases/2017/09/29uta-named-cool-school-for-sustainability-efforts-across-campus
https://www.uta.edu/news/releases/2017/11/robert-hower-design-medallion-award.php, https://www.uta.edu/news/_images/releases/2017/Hower-art-image-1, hower-art-image-1.jpeg, /news/news-releases/2017/11/10uta-professor-honored-with-international-united-designs-alliance-medallion
https://www.uta.edu/news/releases/2017/11/Greer%20release%20robots.php, https://www.uta.edu/news/_images/releases/2017/Robots, robots.jpeg, /news/news-releases/2017/11/13utas-emotional-robotics-living-lab-will-research-how-robots-can-be-integrated-into-homes-as-companions-and-caregivers
https://www.uta.edu/news/releases/2017/11/Greer%20release%20robots.php, https://www.uta.edu/news/_images/releases/2017/Students%20interacting%20robot, students-interacting-robot.jpeg, /news/news-releases/2017/11/13utas-emotional-robotics-living-lab-will-research-how-robots-can-be-integrated-into-homes-as-companions-and-caregivers
https://www.uta.edu/news/releases/2017/11/Mandal%20Non%20Coding%20RNA.php, https://www.uta.edu/news/_images/releases/2017/Dr%20Mandal.JPG, dr-mandal.jpeg, /news/news-releases/2017/11/28uta-researchers-publish-expert-review-on-new-cancer-biomarkers
https://www.uta.edu/news/releases/2017/10/puppala-nsf-harvey-beaumont.php, https://www.uta.edu/news/_images/releases/2017/puppala-nsf-beaumont-uav, puppala-nsf-beaumont-uav.jpeg, /news/news-releases/2017/10/13uta-researchers-earn-grant-to-help-texas-city-prioritize-post-harvey-debris-cleanup
https://www.uta.edu/news/releases/2017/11/UTA-Patti-LaBelle-collaboration.php, https://www.uta.edu/news/_images/releases/2017/patti-labelle-album-cover, patti-labelle-album-cover.jpeg, /news/news-releases/2017/11/22uta-faculty-students-alumni-featured-on-new-patti-labelle-album
https://www.uta.edu/news/releases/2017/11/bob-woods-endowed-chair.php, https://www.uta.edu/news/_images/releases/2017/andrews-endowed-chair, andrews-endowed-chair.jpeg, /news/news-releases/2017/11/03donor-establishes-endowed-chair-at-uta-to-promote-research-and-innovation-in-automotive-design-mechanical-engineering-and-formula-sae-team
https://www.uta.edu/news/releases/2017/11/bob-woods-endowed-chair.php, https://www.uta.edu/news/_images/releases/2017/andrews-woods-endowed-chair-group, andrews-woods-endowed-chair-group.jpeg, /news/news-releases/2017/11/03donor-establishes-endowed-chair-at-uta-to-promote-research-and-innovation-in-automotive-design-mechanical-engineering-and-formula-sae-team
